Column_1,Column_2,Column_3,Column_4,Column_5,Column_6
5077.,PT TINS JAYA ABADI,"KAWASAN PERGUDANGAN DAN INDUSTRI DAAN MOGOT ERA PRIMA BLOK O6 DAN O28, PORIS GAGA BARU, BATUCEPER, Kota Tangerang, Banten",Telp. 02155722006,,22293
5078.,PT Tirta Abadi Lestari Idexindo,"TUNAS BITUNG BLOK E6 JL.RAYA SERANG KM 13,8, SUKADAMAI, CIKUPA, Kabupaten Tangerang, Banten",Telp. 021-53674696-98,,20118
5079.,PT Tirta Bintang Fortuna,"Jl. Utama Modern Industri Blok AA No.3, Barengkok, Kibin, Kabupaten Serang, Banten",Telp. 02547950011,,20291
5080.,PT Tirta Graha Buana,"Jl. Padat Karya No.48 (Kampung Sentul, RT-001/RW-003), Curug Kulon, Curug, Kabupaten Tangerang, Banten",Telp. 5981453,,
5081.,PT TIRTA INTIMIZU NUSANTARA,"Jl. Raya Serang KM. 28 Kp. Tobat RT. 006 RW. 003, Sentul Jaya, Balaraja, Kabupaten Tangerang, Banten",Telp. 021-59450154,,28130
5082.,PT Tirta Mandiri Hutama,"Kawasan Industri Millenium Jl. Millenium Blok L2 No. 19, Ds. Peusar, Panongan, Kabupaten Tangerang, Banten",Telp. 02129698036,,32904
5083.,CV Tirta Media Plasindo,"JALAN H. JO'AN NOMOR 46,, Pakujaya, Serpong Utara, Kota Tangerang Selatan, Banten",Telp. 085*********,,22293
5084.,PT Tirta Mega Plastindo,"KOMPLEK INDUSTRI MEKARJAYA JL. RAYA MAUK KM.7 NO. 17, KARET, SEPATAN, Kabupaten Tangerang, Banten",Telp. 081*********,,22292
5085.,CV Tirta Sasmita,"Jl.Witana Harja No.27  Kav.51 H, Pamulang Barat, Pamulang, Kota Tangerang Selatan, Banten",Telp. 082*********,,11051
5086.,PT Tirta Teknosys,"Jl. Kayu Besar 3 Blok N No.3A, Tegal Alur, Kalideres, Kota Jakarta Barat, DKI Jakarta",Telp. 021 7266060,,28199
5087.,PT Tirtatech Pratama Solusindo,"Jl. industri III Komplek Facto Blok C No. 1A, Bunder, Cikupa, Kabupaten Tangerang, Banten",Telp. 081********,,25120
5088.,PT Titan Perkasa Sejahtera,"Jl.Raya Lanud Gorda Kp.maja No.Rt.001/004 Kibin Kec.Kibin Kab Serang Banten, Kibin, Kibin, Kabupaten Serang, Banten",Telp. 021 5443793,,24103
5089.,PT Titek Inplas Indonesia,"Kampung Utan No. 18-19, Cempaka Putih, Ciputat Timur, Kota Tangerang Selatan, Banten",Telp. +62 812-2286-6177,,22299
5090.,PT Titian Esa Globalindo Utama,"KAWASAN INDUSTI MELLENIUM BLOK J9 NO 11, PAUSAR, PANONGAN, Kabupaten Tangerang, Banten",Telp. 081*********,,25112
5091.,PT Titian Servis Indonesia,"Kawasan Multiguna Industrial, Berlian 88 Biz Estate No.3, Bojong Nangka, Kelapa Dua, Kabupaten Tangerang, Banten",Telp. 021-7803289,,20118
5092.,PT Titian Tehnik,"Ruko D'Palma Blok A no. 6 Grand Serpong Residence RT 006 RW 003, Serua, Ciputat, Kota Tangerang Selatan, Banten",Telp. 021-7565235,,71205
5093.,PR Titin Prihatini,"KP. SELARAJA RT/RW 007/003, Selaraja, Warunggunung, Kabupaten Lebak, Banten",Telp. -,,31001
5094.,PT TITUS TEKFORM INDONESIA,"TAMAN TEKNO BLOK L2 NO.6-7, BSD SEKTOR XI, SETU, SETU, Kota Tangerang Selatan, Banten",Telp. 021-75873578,,25952
5095.,CV Tjokro Bersaudara Tangerang,"Jln.Gatot Subroto KM.3, Cibodas Baru, Cibodas, Kota Tangerang, Banten",Telp. 021552413,,33119
5096.,PR Tjokrotoyo Gunawan,"Jalan KH Dewantara No 95, Ketapang, Cipondoh, Kota Tangerang, Banten",Telp. 081*********,,11052
5097.,PT Tkt Traytek Prima,"Kawasan Industri Milenium Blok A-23 Nomor 5, Jalan Milenium, Desa/Kelurahan Budi Mulya, Kec. Cikupa, Kab, Tangerang, Provinsi Banten Kode Pos 15710, Budi Mulya, Cikupa, Kabupaten Tangerang, Banten",Telp. 081*********,,25999
5098.,PT Toa Coating Indonesia,"Kawasan Industri Millenium Blok F1, Peusar, Panongan, Kabupaten Tangerang, Banten",Telp. 02129034458,,20221
5099.,PT Tobamix Ferrumindo,"Kawasan Pabuaran Tumpeng No. 8, Pabuaran Tumpeng, Karawaci, Kota Tangerang, Banten",Telp. 021-5535360,,25932
5100.,PT Todai Surya Paramita,"KAWASAN INDUSTRI FACTO BLOK F NO.2, BUNDER, CIKUPA, Kabupaten Tangerang, Banten",Telp. 021-59301990,,22199
5101.,PT TOGO STEEL INDUSTRIES,"Jln. Raya Kutabumi Kawasan Industri GKBI No. 01, Karet, Sepataan, Kabupaten Tangerang, Banten",Telp. 02159317060,,25951
5102.,PT Toilon Indonesia,"Jl. Raya Serang Km 16,8, Talaga, Cikupa, Kabupaten Tangerang, Banten",Telp. 02159404086,,22291
5103.,PT Toilon Insu Panel,"JL. RAYA PLP CURUG KADU CURUG TANGERANG BANTEN, Kadu, Curug, Kabupaten Tangerang, Banten",Telp. 02159892422,,25112
5104.,PT TOKINORI KILAU PERKASA,"JL. MANIS RAYA II KAWASAN MULTI GUDANG 3 BLOK C NO.31 RT.004 RW.001, KADU, CURUG, Kabupaten Tangerang, Banten",Telp. 021-29725683,,10799
5105.,PT Tokki Engineering And Fabrication,"JL.Australia I Kav C1/2, Warnasari, Citangkil, Kota Cilegon, Banten",Telp. 02548317243,,25120
5106.,PT Tokyo International Indonesia,"Kp. Ciapus Indah, Budi Mulya, Cikupa, Kabupaten Tangerang, Banten",Telp. 02159641589,,27510
5107.,PT Tokyo Radiator Selamat Sempurna,"Komplek Industri ADR RT.004 RW.03 Kadu Jaya Curug Tangerang, Kadu, Curug, Kabupaten Tangerang, Banten",Telp. 02159497777,,29300
5108.,PT Tomasa Prima Tunggal,"Kp. Onyam Rt 13/03, Tangerang, Banten, , , Kota Tangerang, Banten",Telp.,,17022
5109.,PT Tomoe Machinery,"KAWASAN INDUSTRI MODERN CIKANDE JL MODERN INDUSTRI III NO.7A NAMBO ILIR, CIKANDE, KIBIN, Kabupaten Serang, Banten",Telp. 0254401962,,28222
5110.,PT Tomorrow Labels And Packaging,"PERGUDANGAN 99 BLOK S NO. 19-20, JL. SALEMBARAN RAYA KM. 4 NO. 99, Cengklong, Kosambi, Kabupaten Tangerang, Banten",Telp. 0215555437,,18111
5111.,PT Tomypak Makmur,"Jl. Daan Mogot KM.19, Rt. 004 / Rw. 005, Kebon Besar, Batuceper, Kota Tangerang, Banten",Telp. 021 5407230,,22220
5112.,PT Tong Hong Tannery Indonesia,"Kawasan Industri Modern Cikande Jl. Modern Industri XIV Blok W No.1,Barengkok,Kibin, Kabupaten Serang,Banten, Barengkok, Kibin, Kabupaten Serang, Banten",Telp. 0254-8480865,,15112
5113.,PT Tong Liang Indonesia,"Kawasan Indsutri Cikupa Mas. Jl. Talaga Mas 5 No. 05, Talaga, Cikupa, Kabupaten Tangerang, Banten",Telp. 02159401578,,15201
5114.,PT Tongil Tech Koin,"Jl. Industri Raya IV, Blok AG No. 1, Pasir Jaya, Cikupa, Kabupaten Tangerang, Banten",Telp. 021-27518745,,29300
5115.,PT Tonglan Resins Technology Indonesia,"JALAN RAYA SERANG KM. 28 KOMP. PERGUDANGAN DAN INDUSTRI SURYA BALARAJA E NO. 18, SENTUL JAYA, BALARAJA, Kabupaten Tangerang, Banten",Telp. 021-22595720,,
5116.,PR Toni Firmansah Setia Budi,"Komp. TRC Blok EI No.12 RT.06 RW.05, Gedong Dalem, Jombang, Kota Cilegon, Banten",Telp. 087*********,,32903
5117.,PT toni Satex Berkah,"Priyang No 03, RT 011 RW 08, Desa/Kelurahan Pondok Jagung, Kec. Serpong Utara, Kota Tangerang Selatan, Provinsi Banten, Pondok Jagung, Serpong Utara, Kota Tangerang Selatan, Banten",Telp. 081*********,,14131
5118.,PT Toniki Textile Manufacturing,"Jl Wr. Supratman 01, Gandasari, Jatiuwung, Kota Tangerang, Banten",Telp. 021-5919581,,13999
5119.,PT Top Sun Platec,"Zona Industri Manis Jln Manis IV No 22, Gandasari, Jatiuwung, Kota Tangerang, Banten","Telp. 021 5918025,021 5918026",,22293
5120.,PT Topla Fondamen Sukses,"Jl. Halim Perdana Kusuma No.62, Pajang, Kec. Benda, Kota Tangerang, Banten 15126, Indonesia, Pajang, Benda, Kota Tangerang, Banten",Telp. +62 852-8018-2730,,
5121.,PT TOPRE REFRIGERATOR INDONESIA,"Jl.Raya Serang km.24, Balaraja, Balaraja, Kabupaten Tangerang, Banten",Telp. 5951624-6,,2900
5122.,PT TOPSCO STEEL PROCESSING CENTER,"JL. AUSTRALIA I KAV. /BLOK F.2, WARNASARI, CITANGKIL, Kota Cilegon, Banten",Telp.,,
5123.,PT Topsco Steel Utama,"Jl. Antartika II Kav. Blok C 4/5 Kawasan KIEC, Kotasari, Gerogol, Kota Cilegon, Banten",Telp. 0254315598,,25920
5124.,PT Tora Nusantara,"Jl. Salembaran jati no.8 RT.002 RW.002, Salembaran Jati, Kosambi, Kabupaten Tangerang, Banten",Telp. 02155931377,,10732
5125.,PT Torabika Eka Semesta,"JL. RAYA SERANG KM 12,5, BITUNG JAYA, CIKUPA, Kota Tangerang, Banten",Telp. 021-5960034,,10761
5126.,PT TORABIKA EKA SEMESTA,"Jl. Raya Serang Km. 32, Desa Gembong, Balaraja, Kabupaten Tangerang, Banten",Telp. (021)59574002,,10615
5127.,PT Toraja Setia Indonesia,"Jl.Raya Mauk Km.7 Kawasan industri karet mekar jaya karet III No.3, Mekar Jaya, Sepatan, Kabupaten Tangerang, Banten",Telp. 021-59370324,,10761
5128.,PT TORAY POLYTECH JAKARTA,"JL. MOH TOHA KM 1, PASAR BARU, KARAWACI, Kota Tangerang, Banten",Telp. (021) 29519000,,13993
5129.,PT Torch Electric Indonesia,"Pergudangan Sentra Kosambi Blok J1 No. 19-20, Kosambi Timur, Kosambi, Kota Tangerang, Banten",Telp. 021- 6678899,,27404
5130.,PT Toro Perkasa Industry,"Kampung Cilongok Jl. Raya Pasarkemis Km. 5,5, Sukamantri, Pasarkemis, Kabupaten Tangerang, Banten",Telp. 021-29665555,,22220
5131.,PT Torus Muda Indonesia,"Platinum Serpong Park BV A1 No. 19 & 20. Jalan Lengkong Karya RT.001/RW.011, Lengkong Karya, Serpong Utara, Kota Tangerang Selatan, Banten",Telp. 081*********,,12099
5132.,PT Total Marine Surveyor Indonesia,"Perumahan Gedong Cilegon Damai,JL. Damai Utama 1 Blok B.24 no.8, Kalitimbang, Cibeber, Kota Cilegon, Banten",Telp. 081*********,,71203
5133.,PT TOTAL MULTI ANUGRAH,"Pergudangan Pantai Indah Dadap Blok HE No. 6,7,8, dan 9, Dadap, Kosambi, Kabupaten Tangerang, Banten",Telp. 02155950268,,27530
5134.,CV Total Pabel Beton,"Jl. Raya Parigi Binong no 99, Sukabakti, Curug, Kabupaten Tangerang, Banten",Telp. 081*******,,23957
5135.,PT Total Perfect Valve,"Ruko Glaze I Blok B No. 16, Jl. Raya Kelapa Dua, Gading Serpong, Kelapa Dua, Kelapa Dua, Kabupaten Tangerang, Banten",Telp. 081*******,,
5136.,PT TOTAL SUKSES PERSADA,"Griya Idola Industrial Park Blok A-39&40, Dukuh, Cikupa, Kabupaten Tangerang, Banten",Telp. 021-58301579,,24102
5137.,PT Total Tape Indonesia,"Jl. Raya Serang Km. 22 Blok A, Pasir Bolang, Tigaraksa, Kabupaten Tangerang, Banten",Telp. 021 59400717,,13991
5138.,PT Toto Fujiinvestindo Sukses,"KOMPLEK PERGUDANGAN DAN INDUSTRI HERO BLOK H6, JALAN RAYA SALEMBARAN, Salembaran  Jati, Kosambi, Kabupaten Tangerang, Banten",Telp. 02154232145,,22291
5139.,PT Toto Koresia Abadi Jaya,"JL. RAYA PASAR KEMIS KM 3,5, KUTA JAYA, PASAR KEMIS, Kabupaten Tangerang, Banten",Telp. 021-5901478,,15209
5140.,PT Toyoda Fiber Indonesia,"Jalan Raya Dadap Kel Dadap, Dadap, Kosambi, Kabupaten Tangerang, Banten",Telp. 081*******,,22292
5141.,PT Tozen Mechanical Products,"Jl. Raya Cikande Rangkasbitung km. 4,5, Junti, Jawilan, Kabupaten Serang, Banten",Telp. 0254-8488354,,24310
5142.,PT Tpd Energi Semesta,"City Point, Jl. Pd. Cabe Raya, Pondok Cabe Udik, Pamulang, Kota Tangerang Selatan, Banten",Telp. 081********,,27409
5143.,PT Tpm Flavour Indonesia,"Komplek Pergudangan Mutiara Kosambi 1 Blok B2 No.10, Kosambi Timur, Kosambi, Kabupaten Tangerang, Banten",Telp. 021 5595 1136,,10772
5144.,PT TRAFOINDO POWER INDONESIA,"JL. RAYA PRABU SILIWANGI RT 001 RW 001, Gembor, Periuk, Kota Tangerang, Banten",Telp. 021-5901565,,27113
5145.,PT TRAFOINDO PRIMA PERKASA,"Jl. Raya Prabu Siliwangi RT 001 RW 001, Gembor, Periuk, Kota Tangerang, Banten",Telp. 021-5903801,,27113
5146.,PT Tran Indah Karya,"Jl. KH Soleh Ali No.8, Sukasari, Tangerang, Kota Tangerang, Banten",Telp. 02155771399,,
5147.,PT Transformer Jaya Indonesia,"Jl. Rangkas Bitung Kawasan Buditexindo Km 4,5. Kp. Wanasari Kidul, Junti, Jawilan, Kabupaten Serang, Banten",Telp. 085*********,,25113
5148.,PT Trasti Global Konverta,"Kp Hegarmanah RT/RW 006/004 Desa Kragilan, kragilan, kragilan, Kabupaten Serang, Banten",Telp. 0254-828 5668,,32509
5149.,PT Trayindo Teknik Mandiri,"Jalan Pipa Pertamina No.889, Belimbing, Kosambi, Kabupaten Tangerang, Banten",Telp. 02155933520,,27900
5150.,PT Trayindo Teknik Mandiri,"KP. BELIMBING, Belimbing, Kosambi, Kabupaten Tangerang, Banten",Telp. 55933520,,27900
5151.,PT Treat Time Traders,"JL. WISMA DAMATEX NO. 38, CIKOKOL, TANGERANG, Kota Tangerang, Banten",Telp. 02155754290,,10710
5152.,PT Trenasta Karya Agung,"JL. RAYA PERIGI LAMA RT. 003/004, PARIGI, PONDOK AREN, Kota Tangerang Selatan, Banten",Telp. -,,32909
5153.,PT Trend And Fashion,"jl.raya serang km 16.5 desa talaga cikupa tangerang banten, Talaga, Cikupa, Kabupaten Tangerang, Banten",Telp. 021-59407011/12,,14111
5154.,PT Trendhika Mediatama,"Jl. Manis V Kav 30, Kawasan Industri Manis, Manis Jaya, Jati Uwung, Kota Tangerang, Banten",Telp. 021-5918566,,
5155.,PT Trespass Korea Indonesia,"Jl.Telesonik No.1, jatake, jatiuwung, Kota Tangerang, Banten",Telp. 0215928723-24,,14111
5156.,PT Tri Abadi Prima,"Griya Idola Industrial Park Blok A 36 - 37 Jl. Raya Serang KM. 12, Bitung Jaya, Cikupa, Kabupaten Tangerang, Banten",Telp. 02122921225,,25920
5157.,PT Tri Bhanu Buana,"Griya Idola Industrial Park Blok J15, Dukuh, Cikupa, Kabupaten Tangerang, Banten",Telp. 088********,,20231
5158.,PT Tri Chemindo Ampuh,"Jl. Veteran Kampung Cisereh Haur Rt.3/3 Desa Cukang Galih Curug, Cukanggalih, Curug, Kabupaten Tangerang, Banten",Telp. 021 - 5984128,,20299
5159.,PT Tri Cipta Chandra,"Jl. Raya Perancis Komplek Gudang 9 No. 9 BY-BX CO, Jatimulya, Kosambi, Kabupaten Tangerang, Banten",Telp. 021 5503441,,10761
5160.,PT Tri Daya Makmur,"Kawasan Industri Jatake, Jl. Industri III Komplek Facto Blok A12, Bunder, Cikupa, Kabupaten Tangerang, Banten",Telp. 02159306991,,27120
5161.,PT Tri Daya Sempurna,"Kawasan Industri Mekar Jaya (Jl. Raya Mauk KM 7) Jl. Karet Raya No 189, Mekar Jaya, Sepatan, Kabupaten Tangerang, Banten",Telp. 02159372842,,20221
5162.,PT Tri Eltree Elemen,"Puri Beta I, Puri Beta Town Center Lot 1 No. 25J, Larangan Utara, Larangan, Kota Tangerang, Banten",Telp. 081*********,,62090
5163.,PT Tri Excella Harmony,"Jl. Raya PLP Curug Rt. 002/007, KaduJaya, Curug, Kabupaten Tangerang, Banten",Telp. 021,,13941
5164.,PT Tri Golden Sentosa,"Arcadia Daan Mogot, Poris Jaya, Batuceper, Kota Tangerang, Banten",Telp. 02129516233,,27404
5165.,PT Tri Gracindo Eco Makmur,"Kompleks Surya Grand Cisoka, Blok D2. Cisoka - Tangerang, Banten., Cibugel, Cisoka, Kabupaten Tangerang, Banten",Telp. 081********,,10794
5166.,PT Tri Hasta Perkasa,"Jl. Raya Serang KM 65 No. 17, Leuwi Limus, Cikande, Kabupaten Serang, Banten",Telp. 0215822958,,19212
5167.,PT Tri Jaya Cemerlang,"Taman Tekno BSD Sektor XI Blok L2 No. 28, Setu, Setu, Kota Tangerang Selatan, Banten",Telp. 0217562929,,
5168.,PT Tri Jaya Mandiri Sentosa,"JALAN S.A TIRTAYASA NO. 11 LINGKUNGAN JOMBANG KALI, Masigit, Jombang, Kota Cilegon, Banten",Telp. 0254-376103,,28240
5169.,PT Tri Megah Kreasindo,"Jl. Pondok Kacang Raya no 44, Parung Serab, Ciledug, Kota Tangerang Selatan, Banten",Telp.,,13921
5170.,PR Tri Minanti,"Link Tunjung Pitih, Gedong Dalem, Jombang, Kota Cilegon, Banten",Telp. +62818821316,,10212
5171.,PT Tri Moro Frame Indonesia,"JL RAYA PASAR KEMIS KM 7 PASIR GADUNG, KEL. SUKA ASIH, KEC. PASAR KEMIS, KAB. TANGERANG, BANTEN, 15560, Suka Asih, Pasar Kemis, Kabupaten Tangerang, Banten",Telp. 087*********,,16293
5172.,PT Tri Putri Manunggal Jaya,"Jl. Prof Dr.Ir Soetami Km.4,5 Ds. Nameng, Rangkasbitung, Lebak, Sukamanah, Rangkasbitung, Kabupaten Lebak, Banten 42315 pt. Triputri Manunggal Jaya, Sukamanah, Rangkas Bitung, Kabupaten Lebak, Banten",Telp. 0298 325988,,
5173.,PT Tri Raksa Buwana,"Jl. Waspada Raya Blok B1 No. 1, Daru, Jambe, Kabupaten Tangerang, Banten",Telp. 82402443,,20212
5174.,PT Tri Star Alumindo,"JL.MILLENNIUM II BLOK F.5 NO.12, PEUSAR, PANONGAN, Kabupaten Tangerang, Banten",Telp. 02129007053,,30912
5175.,PT Tri Sukses Jaya,"KP. Kadongdong, Pasir Nangka, Tigaraksa, Kabupaten Tangerang, Banten",Telp. 02122018888,,31009
5176.,PT Tri Sukses Mandiri,"JL. MOH TOHA KM.3 NO.81, BUGEL, KARAWACI, Kota Tangerang, Banten",Telp. 0215583545,,14120
5177.,PT TRI TECH ANCILLARIES,"Jl. Manis II No. 2 Zona Industri Manis, KADU, CURUG, Kabupaten Tangerang, Banten",Telp. 021 5918905,,28221
5178.,PT Tri Tech Ancillaries,"KAWASAN INDUSTRI MILLENNIUM H.2/2 JL. MILLENNIUM RAYA 3B, Blok H2/2, PEUSAR, PANONGAN, Kabupaten Tangerang, Banten",Telp. 02159985566,,28221
5179.,PR Tri Widayanti,"Komp.Taman Raya Cilegon blok E.03 No.01 Rt.006/005, Gedong Dalem, Jombang, Kota Cilegon, Banten",Telp. 085*********,,16292
5180.,PT Trias Beton Perkasa,"JL. RAYA SERANG CILEGON KM.6 RT 02 RW 08, Taman Baru, Taktakan, Kota Serang, Banten",Telp. 0254-218675,,23957
5181.,PT TRIAS INDRA SAPUTRA,"Jln. Raya Serang KM 11.5 Kp. Bulakan No.18, RT.06, RW.03, Bitung Jaya, Cikupa, Kabupaten Tangerang, Banten",Telp. 62 21 59409173,,27120
5182.,PT Tribeca Sukses Mulia,"Jl. Raya Pasar Kemis KM 3,5 No 166, Kutajaya, Pasar Kemis, Kabupaten Tangerang, Banten",Telp. 02159307475,,15201
5183.,PT Tribesco Industry Defence,"Jalan Aria Jaya Santika No. 168, Kp. Seglog, 004/002, Pasir Bolang, Tigaraksa, Kabupaten Tangerang, Banten",Telp. 0215992888,,14111
5184.,PT Tribuanan Indraloka Semesta,"Griya Idola Industrial Park Blok G-01, Jl. Raya Serang Km 12, Bitung Jaya, Cikupa, Kabupaten Tangerang, Banten",Telp. 081********,,
5185.,PT Trichupi Sukses Kreasi,"KP. SEGLOG RT.001/002, PASIR BOLANG, TIGARAKSA, Kabupaten Tangerang, Banten",Telp. 087*********,,11090
5186.,PT Tricipta Agung Sejahtera,"Jl. Modern Industri XVI Blok. AG No. 3A, Sukatani, Cikande, Kabupaten Serang, Banten",Telp. 081********,,20116
5187.,PT Tricipta Sarana Utama,"Ruko Bidex Blok I No 12, Lengkong Gudang, Serpong, Kota Tangerang Selatan, Banten",Telp. 02155695959,,30113
5188.,PT Tridaya Artaguna Santara,"TAMAN TEKNO BSD SEKTOR XI, BLOK F.2/05, Setu, Setu, Kota Tangerang Selatan, Banten",Telp. 0217561395,,25920
5189.,PT Tridaya Manunggal Perkasa,"Kp. Bungaok RT03/01, Caringin, Legok, Kabupaten Tangerang, Banten",Telp. 02154202548,,22192
5190.,PT Tridharma Kencana,"Jl. Raya Serang, Km. 12, No. 66, Desa Cisait, Kragilan, Kabupaten Serang, Banten",Telp. 0254- 280190,,26490
5191.,PT Tridi Oasis Group,"pergudangan doson II blok b1, Pagedangan, Pagedangan, Kabupaten Tangerang, Banten",Telp. 081*********,,38302
5192.,PT Tridinamika Jaya Instrument,"tidak ada, , , Kabupaten Tangerang, Banten",Telp.,,
5193.,PT TRIDOMAIN CHEMICALS,"JL. RAYA MERAK KM.117, GEREM, GROGOL, Kota Cilegon, Banten",Telp. (0254)570142,,20117
5194.,CV Trie Fashion Garment,"JL. RAYA BAYUR NO. 9A, Periuk Jaya, Periuk, Kota Tangerang, Banten",Telp. 021-9226031,,14111
5195.,PT Trifoli Kayakarya,"JL. ARYA JAYASANTIKA KM 3.2, KAMPUNG PASIRNANGKA, PASIRNANGKA, TIGARAKSA, Kabupaten Tangerang, Banten",Telp. 5991522,,31004
5196.,PT Trifza Safindo Utama,"Kawasan Industri Daan Mogot Blok G Timur No. 02, Poris Gaga Baru, Batuceper, Kota Tangerang, Banten",Telp. 081*********,,14111
5197.,CV Triguna Advertising,"RUKO CITY MARKET BLOK T1 NO 16, Mekar Bakti, Panongan, Kabupaten Tangerang, Banten",Telp. 02159401164,,18111
5198.,PT Triguna Cipta Karya,"Pusat Niaga Terpadu Blok GG No.8S, 8T, 8W, Jalan Daan Mogot Km 19,6, Poris Jaya, Batuceper, Kota Tangerang, Banten",Telp. 02154365142,,27120
5199.,PT Trijava Maju Bersama,"Jl. Kelapa Dua Raya, Ruko Medina No. 04, Kelapa Dua, Kelapa Dua, Kabupaten Tangerang, Banten",Telp. 82402443,,20127
5200.,PT Trijaya Fermindo Sukses,"Mutiara Kosambi 2 Blok A9 No.45, Benda, Benda, Kota Tangerang, Banten",Telp. 02155910303,,22220
5201.,CV Trijaya Indoplast,"JALAN RAYA PATIKUS, Situterate, Cikande, Kabupaten Serang, Banten",Telp. 02122605701,,22299
5202.,PT Trijaya Kosmetikindo Utama,"Pergudangan Sunrise Bizpark Blok C-55 RT.001 / RW.001 KP Gelam, Kuta Jaya, Pasar Kemis, Kabupaten Tangerang, Banten",Telp. 085*********,,20232
5203.,PT Trijaya Majita Sukses,"Pergudangan Sentra Prima Tekno Park, jl Palem Manis Raya C2 RT 004 RW 003, Gandasari, Jatiuwung, Kota Tangerang, Banten",Telp. 081*********,,22220
5204.,PT Trijaya Presisi,"Jl. Puspiptek Raya No. 21, Setu, Setu, Kota Tangerang Selatan, Banten",Telp. 02175874067,,25113
5205.,PT Trijaya Sindo,"BSD City Sektor XI Taman Tekno BSD J2 No.16, Setu, Setu, Kota Tangerang Selatan, Banten",Telp. 02175875758,,21012
5206.,PT Trijaya Union,"JL. RAYA GATOT SUBROTO KM. 9 KP. KADU JAYA, Kadu Jaya, Curug, Kabupaten Tangerang, Banten",Telp. -,,29200
5207.,PT Trikalindo Kharisma,"Jalan Melati I No. 88, Tanah Tinggi, Tangerang, Kota Tangerang, Banten",Telp. 02155787831,,13921
5208.,CV Trikarsa Cipta Utama,"Kawasan industri manis V no 19, Manis jaya, Jatiuwung, Kota Tangerang, Banten",Telp. 081*********,,25920
5209.,PT Trilambang Perkasa,"jl.Gatot Subroto KM 5 NO 88, KERONCONG, JATIUWUNG, Kota Tangerang, Banten",Telp. 021-5914868,,
5210.,PT Trimedya Primatech,"Jl. Otonom Cikupa - Pasar Kemis Km. 12,6 no.2, PASIR GADUNG, CIKUPA, Kabupaten Tangerang, Banten",Telp. 02159406501,,30912
5211.,PT Trimegah Auto Plaza,"Jl Pahlawan Seribu Commercial Business District Lot VIII No 1 .BSD, Lengkong Gudang, Serpong, Kota Tangerang Selatan, Banten",Telp. 02153165858,,
5212.,PT Trimitra Abadi Lestari,"Jl Raden Kasman Rt.005/Rw.002, Pabuaran Tumpeng, Karawaci, Kota Tangerang, Banten",Telp. 02155725970,,11051
5213.,PT Trimitra Jaya Abadi Mandiri,"Bandar wijaya B 37/27, RT 001, RWQ. 09 Desa/Kelurahan Cipete Kec. Pinang, Kota Tangerang, Provinsi Banten, Cipete, Pinang, Kota Tangerang, Banten",Telp. 081*********,,28199
5214.,PT Trimitra Makmur Sentosa,"Komplek Pergudangan 8 blok SX, Dadap, Kosambi, Kabupaten Tangerang, Banten",Telp. 02129334480,,22220
5215.,PT Trimitra Mebelindo,"JL. RAYA RANGKAS CIKANDE KM.4, K.I. BUDITEXINDO, DS. JUNTI,, KOPO, JAWILAN, Kabupaten Serang, Banten",Telp. 0254-403308,,31001
5216.,PT Trimulia Ciptamandiri,"JL.RAYA GARDU NO.19, KOSAMBI BARAT, KOSAMBI, Kabupaten Tangerang, Banten",Telp. 021-29031097,,22299
5217.,CV Trinatura Cosmica Amora,"Kawasan Industry blessindo, Cirarab, Legok, Kabupaten Tangerang, Banten",Telp. -,,
5218.,PT Trinesa Indo Plastik,"Jl. Raya Cikande Rangkas KM.13,5, Cemplang, Jawilan, Kabupaten Serang, Banten",Telp. 02122681452,,20131
5219.,PT Trinitas Semesta Warna,"Jalan Putra I No. 22 RT 003 RW 003, Kawasan Industri Pasar Kemis, Suka Asih, Pasar Kemis, Kabupaten Tangerang, Banten",Telp. -,,20116
5220.,PT Trinseo Materials Indonesia,"Jl. Raya Merak KM 117,5, Gerem, Gerogol, Kota Cilegon, Banten",Telp. 0254-269100,,20131
5221.,PT Trio Anugerah Mandiri Sukses,"Kawasan Industri Palem Manis III No.67, Gandasari, Jatiuwung, Kota Tangerang, Banten",Telp. 021-5915111,,
5222.,PT Trio Jaya Steel,"Jalan Raya Tanjung Pasir Km 3 No.88 RT.001 RW.007, Tegal Angus, Teluknaga, Kabupaten Tangerang, Banten",Telp. 021-55930172,,25920
5223.,PT Trio Mitra Jaya,"JL. IMAM BONJOL NO.12, BOJONG JAYA, KARAWACI, Kota Tangerang, Banten",Telp. 021-55760876,,14111
5224.,PT Triomega Pet Industries,"jalan salembaran Jati, salembaran Jati, Kosambi, Kabupaten Tangerang, Banten",Telp.,,22220
5225.,PT TRIPACIFIC ELECTRINDO,"JL INDUSTRI RAYA III BLOCK AC NO.10, Desa/Kelurahan Bunder, Kec. Cikupa, Kab. Tangerang, Provinsi Banten, Bunder, Cikupa, Kabupaten Tangerang, Banten",Telp. 021 - 5901850,,27520
5226.,PT Tripalindo Perkasa,"KP. Bungaok Nangsi No.3, Kemuning, Legok, Kabupaten Tangerang, Banten",Telp. 021-5977471,,23957
