Column_1,Column_2,Column_3,Column_4,Column_5,Column_6
164.,KO Buana Merta Abadi,"Banjar Pangkung Dalem, Kaliakah, Negara, Kabupaten Jembrana, Bali",Telp. 081********,,10731
165.,PT Buana Perkasa Dewata Permai,"Sunset Road No. 88, Kuta, Kuta, Kabupaten Badung, Bali",Telp. 0361757999,,45201
166.,PT Buleleng Barat Indah,"Jalan Seririt Gilimanuk Km 40 Banjar Dinas Tukad Pule Desa Sanggalangit, Desa Sanggalangit, Gerokgak, Kabupaten Buleleng, Bali",Telp. 081*******,,11020
167.,PR Bumbu Rujak Mang Ata,"Br.Kuwum, Kuwun, Mengwi, Kabupaten Badung, Bali",Telp. 085*********,,10772
168.,PD Bumdes Kerta Laba,"Br. Pasekan, Desa Dawan Kaler, Dawan Kaler, Dawan, Kabupaten Klungkung, Bali",Telp. 081*********,,
169.,PT Bumi Balimina,"DUSUN KETAPANG, PENGAMBENGAN, NEGARA, Kabupaten Jembrana, Bali",Telp. 0365-41879,,10219
170.,PT Bumi Mata Lindo,"Jl. Raya Kaba Kaba No.98X, Nyambu, Kediri, Kabupaten Tabanan, Bali",Telp. 081************************,,11031
171.,PR By Kipas Bali,"Br. Desa Angantaka, Angantaka, Abiansemal, Kabupaten Badung, Bali",Telp. 081*********,,32903
172.,PT Cahaya Bali Bangun Persada,"Banjar Munduk, Kaliakah, Negara, Kabupaten Jembrana, Bali",Telp. 0365 41754,,23990
173.,PR Cahaya Berkah,"Lingkungan Terusan, Lelateng, Negara, Kabupaten Jembrana, Bali",Telp. 081*********,,10392
174.,CV Cahaya Dewata Teknologi,"JL. Muding Sari Utara, NO. 90x, Kerobokan Kaja, Kuta Utara, Kabupaten Badung, Bali",Telp. 087*********,,
175.,PT Cahaya Semesta Garmen,"Jalan Pulau Moyo No. 40A, Pedungan, Denpasar Selatan, Kota Denpasar, Bali",Telp. 03616202288,,14111
176.,PT Cahayamurni Balimindo,"Jl. Hos Cokroaminoto Km. 6 No. 468, Ubung Kaja, Denpasar Utara, Kota Denpasar, Bali",Telp. (0361) 422373,,31009
177.,CV Cakrawala Kemuning Bali,"Jl. Raya Kesambi Gg. Permatasari No, 11, Kerobokan, Kuta Utara, Kabupaten Badung, Bali",Telp. 081*******,,11090
178.,PT CANNING INDONESIAN PRODUCTS,"Jl. Diponegoro 101 Denpasar, Dauh Puri, Denpasar Barat, Kota Denpasar, Bali",Telp. 0361 228816,,10130
179.,PT Cantika Zest Bali,"Banjar Penestanan Kelod, Desa Sayan, Kecamatan Ubud, Kabupaten Gianyar, Provinsi Bali, Indonesia, Sayan, Ubud, Kabupaten Gianyar, Bali",Telp. 085*********,,20232
180.,PT Carlos Gomez Rios,"Jalan Pantai Berawa No. 15, Tibubeneng, Kuta Utara, Kabupaten Badung, Bali",Telp. 082*********,,58200
181.,PT Cau Coklat Internasional,"BANJAR SEMINGAN, Petiga, Marga, Kabupaten Tabanan, Bali",Telp. 03682301246,,10732
182.,PR Cening Suarsana,"Banjar Dinas Kawanan, Sawan, Sawan, Kabupaten Buleleng, Bali",Telp. 081*********,,25933
183.,PT Charoen Pokphand Indonesia,"Desa Bengkel Sari, Kecamatan Selemadeg Barat, Bengkel Sari, Salemadeg Barat, Kabupaten Tabanan, Bali",Telp. 0361-2095353,,
184.,PT Ciomas Adisatwa,"Jl. Dusun Dauh Yeh, Desa Kaba-Kaba, Kec. Kediri, Kab.Tabanan, Kaba-kaba, Kediri, Kabupaten Tabanan, Bali",Telp. 085*********,,10130
185.,PT Clear Scope Solutions,"Jl. Sunset Road No.28, Seminyak, Kuta, Seminyak, Kuta, Kabupaten Badung, Bali",Telp. 082*********,,62019
186.,PT Clu Tech Systems,"BENOA SQUARE LT. 2, Unit No. 1-4.2/A & 23-26.2/B, JL. BY PASS NGURAH RAI NO. 21 A, KEDONGANAN, KUTA, Kabupaten Badung, Bali",Telp. 082*********,,62019
187.,PT Coca-cola Bottling Indonesia,"JL. RAYA DENPASAR-BEDUGUL KM. 21, BANJAR DINAS SAYAN BALERAN, MENGWI, Kabupaten Badung, Bali",Telp. +62 21 8832 2222,,11040
188.,CV Coco Roti,"Jalan Taman Giri, Gg. Mawar No. 02, Benoa, Kuta Selatan, Kabupaten Badung, Bali",Telp. (0361) 77261,,10710
189.,CV Cocoil Nusantara Abadi,"JALAN BOUGENVILLE JINGGA IV NO.9,PERUMAHAN GRIYA NUANSA PRATAMA, Jimbaran, Kuta Selatan, Kabupaten Badung, Bali",Telp. 082*********,,10422
190.,PT Cokelat Pertama Bali,"Jl. Verdacchi, Pejaten, Kediri, Kabupaten Tabanan, Bali",Telp. 081*********,,10732
191.,PT Cut Make Trim,"Jalan Mahendradatta No. 86, Padangsambian, Denpasar Barat, Kota Denpasar, Bali",Telp. 03618453332,,14111
192.,CV Cv. Delina,"Jl. Tukad Batanghari No.9A, Panjer, Denpasar Selatan, Kota Denpasar, Bali",Telp. (0361) 8955872,,18111
193.,CV CV. KHRESNA DUTA BALI,"JALAN PULAU ALOR NO 47, DAUH PURI KELOD, DENPASAR BARAT, Kota Denpasar, Bali",Telp. 081*********,,
194.,CV CV. Rosada DH Bali Interio,"Jl.raya subur gang mirah delima no 7x, desa pemecutan kelod, Denpasar Barat, Kota Denpasar, Bali",Telp. 0361730147,,
195.,CV Cv. Swadarma Training Indonesia,"Jalan Bakung 1 GG Bakung Sari No D4, Kesiman Kertalangu, Denpasar Timur, Kota Denpasar, Bali",Telp. 081*********,,
196.,PR Cv. Tanteri,"Br. Simpangan, Desa Pejaten, Kecamatan Kediri, Kabupaten Tabanan, Bali, Pejaten, Kediri, Kabupaten Tabanan, Bali",Telp. 03618311213,,
197.,PR D Best Madu Bali,"Jalan Nandini Gang Ratu Bajang Banjar Sanging, Kamasan, Klungkung, Kabupaten Klungkung, Bali",Telp. 085*********,,10779
198.,CV D'ulan Accessories & Handicraft,"perum andika graha blok A/4 br kwanji desa dalung , kuta utara, Sempidi, Mengwi, Kabupaten Badung, Bali",Telp. 081*********,,
199.,PT Dafa Bali Utama,"jalan.Jepun Br.Dinas Tegal Belodan, Dauh Peken, Tabanan, Kabupaten Tabanan, Bali",Telp. 087*********,,11010
200.,PT Damar Nubio Aestetik,"Jl. Sedap Malam No.90, Kesiman, Denpasar Timur, Kota Denpasar, Bali",Telp. 085*********,,20232
201.,PT Dana Kreatif Abadi,"Jl.Raya Antosari - Pupuan, Km. 11, Belimbing, Pupuan, Kabupaten Tabanan, Bali",Telp. 087*********,,26210
202.,PR Dapur Mama Chacha,"perum pratama asri residence blok a30 lelateng negara jembrana bali, Lelateng, Negara, Kabupaten Jembrana, Bali",Telp. 085*********,,10793
203.,CV Dejay Garment,"Jalan trijata 1 no 8 denpasar, Dangin Puri Kangin, Denpasar Utara, Kota Denpasar, Bali",Telp. 03614458177,,14111
204.,PT DELIGHTING RAYA BALI,"Jalan pantai Kedungu, Belalang, Kediri, Kabupaten Tabanan, Bali",Telp. 081********,,
205.,PT Delina,"Jl. Tukad Batanghari No.9A Panjer, Panjer, Denpasar Selatan, Kota Denpasar, Bali",Telp. (0361) 8955872,,18111
206.,PR DELLY OKA ARYAWATI,"Jalan Pegending VIII No. 18, Dalung, Kuta Utara, Kabupaten Badung, Bali",Telp. 081********,,10732
207.,CV Denara Duta Mandiri,"Jalan Gunung Gede No 98x, Padangsambian, Denpasar Barat, Kota Denpasar, Bali",Telp. 0361482797,,20232
208.,PR Depo Air Minum Isi Ulang Tirta Ning,"Jalan Pulau Jawa Lingkungan Sri Mandala, Dauhwaru, Jembrana, Kabupaten Jembrana, Bali",Telp. 081*********,,11052
209.,PR Desak Ayu Sintya,"Br. Dinas Waliang, Abang, Abang, Kabupaten Karang Asem, Bali",Telp. 0,,32903
210.,PR Desak Ayu Wijayanti,"BR. DINAS WALIANG, Desa/Kelurahan Abang, Kec. Abang, Kab.  Karangasem, Provinsi Bali, Abang, Abang, Kabupaten Karang Asem, Bali",Telp. 085*********,,32903
211.,PR Desak Gede Ayu Diah Ari,"BR DINAS WALIANG, Desa/Kelurahan Abang, Kec. Abang, Kab.  Karangasem, Provinsi Bali, Abang, Abang, Kabupaten Karang Asem, Bali",Telp. 083*********,,32903
212.,PR Desak Gede Ayu Suryaningsih,"BR DINAS WALIANG, , Desa/Kelurahan Abang, Kec. Abang, Kab.  Karangasem, Provinsi Bali, Abang, Abang, Kabupaten Karang Asem, Bali",Telp. 087*********,,32903
213.,PR Desak Gede Ayu Susiani,"BR. DINAS WALIANG, Desa/Kelurahan Abang, Kec. Abang, Kab.  Karangasem, Provinsi Bali, Abang, Abang, Kabupaten Karang Asem, Bali",Telp. 081*********,,32903
214.,PR Desak Gede Ngurah,"BR. DINAS WALIANG, Desa/Kelurahan Abang, Kec. Abang, Kab.  Karangasem, Provinsi Bali, Abang, Abang, Kabupaten Karang Asem, Bali",Telp. 087*********,,32903
215.,PR Desak Gede Putri,"BR. DINAS WALIANG, Desa/Kelurahan Abang, Kec. Abang, Kab.  Karangasem, Provinsi Bali, Abang, Abang, Kabupaten Karang Asem, Bali",Telp. 087*********,,32903
216.,PR Desak Gede Putri,"BR. DINAS WALIANG, Desa/Kelurahan Abang, Kec. Abang, Kab.  Karangasem, Provinsi Bali, Abang, Abang, Kabupaten Karang Asem, Bali",Telp. 628**********,,32903
217.,PR Desak Gede Ratni,"Banjar Dinas Waliang, Abang, Abang, Kabupaten Karang Asem, Bali",Telp. 081*********,,16291
218.,PR Desak Gede Sekar,"BR. DINAS WALIANG, Desa/Kelurahan Abang, Kec. Abang, Kab.  Karangasem, Provinsi Bali, Abang, Abang, Kabupaten Karang Asem, Bali",Telp. 081*********,,32903
219.,PR Desak Gede Tirtaningsih,"Banjar Dinas Waliang, Desa/Kelurahan Abang, Kec. Abang, Kab.  Karangasem, Provinsi Bali, Abang, Abang, Kabupaten Karang Asem, Bali",Telp. 628**********,,32903
220.,PR Desak Ketut Lintang Wardani,"Jln. Gunung Patas Dampang Sari I No. 5 Br/Link. Tegal Buah, Padangsambian Kelod, Denpasar Barat, Padangsambian Kelod, Denpasar Barat, Kota Denpasar, Bali",Telp. 081*********,,10313
221.,PR Desak Kompyang Susilawati,"Banjar Tanggahan Tengah, Demulih, Susut, Kabupaten Bangli, Bali",Telp. 085*********,,10794
222.,PR Desak Made Budiani,"BANJAR DINAS TEGALJADI, Desa/Kelurahan Tegaljadi, Kec. Marga, Kab. Tabanan, Provinsi Bali, Tegaljadi, Marga, Kabupaten Tabanan, Bali",Telp. 0,,10393
223.,PR DESY LOVINA SURISMA,"JLN NGURAH RAI NO 139, Dauhwaru, Jembrana, Kabupaten Jembrana, Bali",Telp. 081*********,,10710
224.,PR Devara Gallery,"Jalan I Gusti Ngurah Tenganan, Banjar Dinas Pesedahan, Pasedahan, Manggis, Kabupaten Karang Asem, Bali",Telp. 081*********,,13122
225.,PT DEVINE INDONESIA,"Dusun Tanggahan Talang Jiwa, Demulih, Susut, Kabupaten Bangli, Bali",Telp.,,
226.,PR Dewa Ayu Nusandini,"BTN MINGGIR BLOK A NO.14,, Gelgel, Klungkung, Kabupaten Klungkung, Bali",Telp. 087*********,,14111
227.,PR Dewa Ayu Nyoman Lely Susanthi,"JL NANGKA GG XI N0 17, BR BUANA SARI,, Desa/Kelurahan Dangin Puri Kaja, Kec. Denpasar Utara, Kota Denpasar, Provinsi Bali, Dangin Puri Kaja, Denpasar Utara, Kota Denpasar, Bali",Telp. +6281337001888,,14111
228.,PR Dewa Ayu Nyoman Taman,"br. bale agung, Yehembang, Mendoyo, Kabupaten Jembrana, Bali",Telp. 087*********,,10792
229.,PR Dewa Kompiang Agustana,"DUSUN/BR. TAMBAHAN BAKAS, Jehem, Tembuku, Kabupaten Bangli, Bali",Telp. 087*********,,14120
230.,PR Dewa Ngakan Gede Hendrawan,"Jalan Merdeka, Kawan, Bangli, Kabupaten Bangli, Bali",Telp. 081*********,,10750
231.,PR Dewa Putu Marta,"DUSUN KANGIN, Satra, Klungkung, Kabupaten Klungkung, Bali",Telp. 087*********,,16292
232.,PR Dewi Krupuk Lele,"Jl. Melasti II No. 10, Br. Umasalakan, Takmung, Banjarangkan, Kabupaten Klungkung, Bali",Telp. 082*********,,10794
233.,PR Dewi Sita Leather,"Jl. Raya Padang Luwih No. 126, Br. Celuk Kel. Dalung, Dalung, Kuta Utara, Kabupaten Badung, Bali",Telp. 081*********,,15121
234.,PR Dhara Barong Bali,"Jalan gunung agung link pande, Beng, Gianyar, Kabupaten Gianyar, Bali",Telp. 089**********,,14111
235.,PR Dhevinta Tito Sulistia Hendranti,"jalan sekar jepun 1 no.6B, Kesiman Kertalangu, Denpasar Timur, Kota Denpasar, Bali",Telp. 082*********,,
236.,PR Diah Sulistiawati,"Lingkungan Asri, Gilimanuk, Melaya, Kabupaten Jembrana, Bali",Telp. 081*********,,10772
237.,CV Digitech Jaya,"Jl. Pulau Batanta No. 117, Dauh Puri Kauh, Denpasar Barat, Kota Denpasar, Bali",Telp. 089*********,,18111
238.,PT DIMA INTERNATIONAL WINES,"Jl. Arteri Wico No.333 RT.08 Banjar Dinas Banyualit, Kalibukbuk, Buleleng, Kabupaten Buleleng, Bali","Telp. 0362-3435885, 0362-3435886",,11020
239.,PR Dodol Guna Rasa,"BANJAR DINAS KELODAN, Desa/Kelurahan Penglatan, Kec. Buleleng, Kab. Buleleng, Provinsi Bali, Penglatan, Buleleng, Kabupaten Buleleng, Bali",Telp. 087*********,,10796
240.,PR Dodol Hema,"BANJAR DINAS DAUH TUKAD DESA PENGLATAN, Desa/Kelurahan Penglatan, Kec. Buleleng, Kab. Buleleng, Provinsi Bali, Penglatan, Buleleng, Kabupaten Buleleng, Bali",Telp. 87762634716,,10796
241.,PR Dodol Mek Tantri,"Banjar Dinas Kajanan, Desa Penglatan, Kecamatan Buleleng, Kabupaten Buleleng, Provinsi Bali, Penglatan, Buleleng, Kabupaten Buleleng, Bali",Telp. 081*********,,10796
242.,PR Dodol Temi,"Banjar Dinas Sanih, Desa Penglatan, Kecamatan Buleleng, Kabupaten Buleleng, Provinsi Bali, Penglatan, Buleleng, Kabupaten Buleleng, Bali",Telp. 081*********,,10796
243.,PR Dodol Yety,"Banjar Dinas Kajanan, Kelurahan Penglatan, Kecamatan Buleleng, Kabupaten Buleleng, Penglatan, Buleleng, Kabupaten Buleleng, Bali",Telp. 087*********,,10710
244.,PR Drs Anak Agung Gede Ariadi,"Jalan Raya Kerambitan, Banjar Wani Kerambitan, Tabanan Bali, Kerambitan, Kerambitan, Kabupaten Tabanan, Bali",Telp. 081********,,23939
245.,PR Drs.i Nyoman Artana,"BR. DINAS SELEMADEG KELOD, Selemadeg, Selemadeg, Kabupaten Tabanan, Bali",Telp. 085*********,,10422
246.,CV Dukuh Lestari,"Dusun Dukuh, Sibetan, Bebandem, Kabupaten Karang Asem, Bali",Telp. 082*********,,11010
247.,PT Dumadak Ida Jaya,"JL. SETIA BUDI PERTOKOAN KUTA SQUARE BLOK A1-A2, KEL KUTA , KEC KUTA KABUPATEN BADUNG, Kuta, Kuta, Kabupaten Badung, Bali",Telp. 0361 759636,,10799
248.,PT Dunia Moka Indonesia,"Jl. By Pass Ida Bagus Mantra, Keramas, Blahbatuh, Kabupaten Gianyar, Bali",Telp. 0361281696,,
249.,PR Dupa Wangi Deby,"Br.Badung Ayunan, Ayunan, Abiansemal, Kabupaten Badung, Bali",Telp. 081*********,,16299
250.,CV Echo Media,"Jln Denpasar - Gilimanuk, Lingkungan Bilukpoh Kangin, Tegalcangkring, Mendoyo, Kabupaten Jembrana, Bali",Telp. 081*********,,62019
251.,PR Eka Nirmala Sari,"Perumahan Griya Giri Bhuana Gang I No. 05, Tegal Badeng Timur, Negara, Kabupaten Jembrana, Bali",Telp. 081*********,,10750
252.,PR Eko Heriyanto,"Jalan Batursari Gang Wahyu No. 6, Sanur Kauh, Denpasar Selatan, Kota Denpasar, Bali",Telp. +6281239604368,,25933
253.,PR Endriyane Fajar Santi,"Jalan Telaga Tanjung, Baluk, Negara, Kabupaten Jembrana, Bali",Telp. 081*********,,
254.,PR Eniyana Susanti,"Jl.danau tamblingan II no.4, Jimbaran, Kuta Selatan, Kabupaten Badung, Bali",Telp. 085*********,,10330
255.,PR Enny Setiawati,"Jalan Fajar III no7 - Baktiseraga - Singaraja, Baktiseraga, Buleleng, Kabupaten Buleleng, Bali",Telp. 081********,,10399
256.,PR Erick Ferdiansyah,"Jl. Gunung Guntur 23B No. 3, Padangsambian, Denpasar Barat, Kota Denpasar, Bali",Telp. 082*********,,95220
257.,PR Erlenmeyer,"Jl. Sanghyang 1 No. 67, Kekeran, Mengwi, Kabupaten Badung, Bali",Telp. 085*********,,12099
258.,PT Ever Living Ibuku,"Kembali Innovation Hub, Jalan Sunset Road No. 28, Kel. Seminyak, Kec. Kuta, Kab. Badung,, Seminyak, Kuta, Kabupaten Badung, Bali",Telp. 0,,
259.,PR Fachmi Adriadi,"Jalan Bikini, Padangsambian Kelod, Denpasar Barat, Kota Denpasar, Bali",Telp. 089*********,,95120
260.,PR Fahmi Riska,"Jl. Jendral Sudirman, Pendem, Jembrana, Kabupaten Jembrana, Bali",Telp. +6281937001224,,10794
261.,PT Faithfull The Brand,"Jalan Batu Belig No. 555B, Linkungan Batu Belig, Kerobokan  Kelod, Kuta Utara, Kabupaten Badung, Bali",Telp. 0361737311,,14111
262.,PT Faris Jaya Makmur,"Jl Alam Sari Gang Sedap Malam No 2, Padang Sambian Kaja, Denpasar Barat, Kota Denpasar, Bali",Telp. 03619060556,,12019
263.,PR Fortuna Bali Fashion,"Br. Dinas Tegalantang Desa Pengulon Gerogak, Pengulon, Gerokgak, Kabupaten Buleleng, Bali",Telp. 087*********,,
264.,PT Fusion Hawaii,"Jl. Muding Mekar Gg. Kamboja No.9, Kerobokan Kaja, Kuta Utara, Kabupaten Badung, Bali",Telp. 0361 8448485,,14111
265.,PT Gaia Plastik Recycling,"Br. Gunung Pande Tumbak Bayuh, Tibubeneng, Kuta Utara, Kabupaten Badung, Bali",Telp. 081*********,,38302
266.,PT Galang Kangin Semesta,"JL. PURA DALEM, GANG MUNDEH, BANJAR SAKAH, Batuan Kaler, Sukawati, Kabupaten Gianyar, Bali",Telp. 089*********,,14111
267.,CV Gani Langit Adikara,"BR RANGDU, Pohsanten, Mendoyo, Kabupaten Jembrana, Bali",Telp. 081*********,,11051
268.,PT GAYA CERAMIC AND DESIGN,"Jalan Raya Sayan No. 105,, Sayan, Ubud, Kabupaten Gianyar, Bali",Telp. 0361 976220,,23931
269.,CV Gaya Warna,"Jl. Gunung Sanghyang. Gang Nusantara 3 D. Kerobokan, Kerobokan Kaja, Kuta Utara, Kabupaten Badung, Bali",Telp. 085*********,,20232
270.,PR Gde Gung Prabawa,"Jl. Sudamala Bebalang Bangli, Bebalang, Bangli, Kabupaten Bangli, Bali",Telp. 081********,,16291
271.,PT Gearinc Services Indonesia,"Jalan Imam Bonjol No. 502, Pemecutan Kelod, Denpasar Barat , Kota Denpasar, Pemecutan  Kelod, Denpasar Barat, Kota Denpasar, Bali",Telp. +62 361 4781602,,62019
272.,PR Gede Agus Adnyana,"Jalan Raya Gempol, Banyuning, Buleleng, Kabupaten Buleleng, Bali",Telp. 087*********,,23932
273.,PR Gede Geria,"BANJAR DINAS PENYUMBAHAN, Desa/Kelurahan Les, Kec. Tejakula, Les, Tejakula, Kabupaten Buleleng, Bali",Telp. 085*********,,10774
274.,PR Gede Merta Sariada,"BANJAR DINAS PONDOK, DESA PETANDAKAN, KECAMATAN BULELENG, Petandakan, Buleleng, Kabupaten Buleleng, Bali",Telp. 081********,,
275.,PR Gede Widya Mintaraga,"Jl P Timor No 24, Banyuning, Buleleng, Kabupaten Buleleng, Bali",Telp. 082*********,,10750
276.,PR Gede Yogi Adhi Parawansa,"BANJAR DINAS DESA, Desa/Kelurahan Kayuputih, Kec. Banjar, Kab. Buleleng, Provinsi Bali, Kayuputih, Banjar, Kabupaten Buleleng, Bali",Telp. 083*********,,95120
277.,PR Gede Yudi Ardana Putra,"JL. GATOT SUBROTO TENGAH NO. 89C, Desa/Kelurahan Tonja, Kec. Denpasar Utara, Kota Denpasar, Provinsi Bali, Tonja, Denpasar Utara, Kota Denpasar, Bali",Telp. +6281316613596,,14111
278.,PT Gelato Factory Bali,"JL. Muding Indah, Br. Muding Kaja, Kerobokan, Kuta Utara, Kabupaten Badung, Bali",Telp. 081*********,,10531
279.,PT Gema Grahasarana Tbk,"Jl. Dewi Sri No. 18, Kuta, Kuta, Kabupaten Badung, Bali",Telp. (0361) 9347283,,31001
280.,PT Gema Grahasarana Tbk,"Jl. Gunung Tangkuban Perahu No. 108A, BR Tegal Buah, Padangsambian Kelod, Denpasar Barat, Kota Denpasar, Bali",Telp. 02150986988,,31001
281.,PR Genta Sari Silver,"Banjar Celuk, Celuk, Sukawati, Kabupaten Gianyar, Bali",Telp. 087*********,,32112
282.,PT Gilontas Indonesia,"Jl. Ikan Tuna Barat No. 81 Benoa, Pedungan-Denpasar Selatan-Denpasar-Bali, Pedungan, Denpasar Selatan, Kota Denpasar, Bali",Telp. 0361-722014/7,,10213
283.,PT Gimbal Zen Asia,"BENOA SQUARE LT. 2, Unit No. 1-4.2/A & 23-26.2/B, JL. BY PASS NGURAH RAI NO. 21 A, KEDONGANAN, KUTA, Kabupaten Badung, Bali",Telp. 03612003206,,62011
284.,CV Global Bali Medika,"JALAN TUKAD YEH PENET NO. 3 A,, Renon, Denpasar Selatan, Kota Denpasar, Bali",Telp. 081*********,,20231
285.,PT Golden Sky Mahaputra,"Jl. Sidojoyo RT 06 / RW 02, Bejigeneng, Sumbersuko, Sumbersuko, Purwosari, Kabupaten Pasuruan, Jawa Timur",Telp. 081********,,22293
286.,PT Golden Tuna,"JL. IKAN TUNA BARAT RAYA II , PELABUHAN BENOA, PEDUNGAN, DENPASAR SELATAN, Kota Denpasar, Bali",Telp. 0361 4480232,,10213
287.,PT GRAHA ALAM LESTARI,"RAYA NUSA DUA SELATAN LOT 4., Benoa, Kuta Selatan, Kabupaten Badung, Bali",Telp. 0315320220,,
288.,PT Gramedia,"Jl. Prof. Dr. Ida Bagus Mantra No.88A, Ketewel, Kec. Sukawati, Kabupaten Gianyar, Bali 80237, Ketewel, Sukawati, Kabupaten Gianyar, Bali",Telp. 0361-295560,,18111
289.,PT Greenblocks Sustainable Building Solutions,"EcoCrete, Jalan Bypass Ngurah Rai No. 45X, Sidakarya, Denpasar Selatan, Kota Denpasar, Bali",Telp. 081********,,23953
290.,PR Gula Semut Ambhu,"Br. Dinas Muntig, Amerta Bhuana, Selat, Kabupaten Karang Asem, Bali",Telp. 0,,10722
291.,CV Guna Amerta,"Jalan Tunjung Tutur,Peguyangan Kaja,Denpasar Utara, Peguyangan  Kaja, Denpasar Utara, Kota Denpasar, Bali",Telp. 081*********,,12019
292.,PR Gunadi Budi Setiono,"Jalan Pulau Maluku III Gang IV No. 12, Dauh Puri, Denpasar Barat, Kota Denpasar, Bali",Telp. 082*********,,10794
293.,PT GUNUNG SURYA KENCANA,"Banjar Pucuk, Bantas, Selemadeg Timur, Kabupaten Tabanan, Bali",Telp. 0361894364,,11010
294.,PT GUNUNGMAS SANTOSORAYA,"Banjar Pucuk, Bantas, Selemadeg Timur, Kabupaten Tabanan, Bali",Telp. 03618943964,,11010
295.,PR Gusti A. R. Murtini,"Jalan Yudistira No 3, Dangin Puri Kauh, Denpasar Utara, Kota Denpasar, Bali",Telp. 081*********,,13912
296.,PR Gusti Ayu Putu Ariastini,"BANJAR BALER BALE AGUNG, Mendoyo Dangin Tukad, Mendoyo, Kabupaten Jembrana, Bali",Telp. 081*********,,32903
297.,PR Gusti Ayu Putu Darmayuni,"JL.GN.AGUNG GG.II Y NO.7 DPS, Pemecutan Kaja, Denpasar Utara, Kota Denpasar, Bali",Telp. 081*********,,13122
298.,PR Gusti Ayu Putu Windi Astari,"BANJAR TENGAH, Desa/Kelurahan Mendoyo Dauh Tukad, Kec. Mendoyo, Kab. Jembrana, Provinsi Bali, Mendoyo Dauh Tukad, Mendoyo, Kabupaten Jembrana, Bali",Telp. 087*********,,13121
299.,PR Gusti Komang Sudarma,"Desa Abianbase, Kec. Gianyar, Abianbase, Gianyar, Kabupaten Gianyar, Bali",Telp. 087*********,,10794
300.,PR Gusti Putu Susi Christiani,"BANJAR DINAS KAJA, Desa/Kelurahan Banyuatis, Kec. Banjar, Banyuatis, Banjar, Kabupaten Buleleng, Bali",Telp. 0,,10792
301.,CV GWAN GWAN HOO,"Banjar Dinas Brongbong, Desa Celukanbawang, Gerokgak, Kabupaten Buleleng, Bali",Telp. 081********,,11010
302.,PR Hamdi Ridho,"JLN.GUNUNG BATUR, LOLOAN TIMUR, Desa/Kelurahan Loloan Timur, Kec. Jembrana, Kab. Jembrana, Provinsi Bali, Loloan Timur, Jembrana, Kabupaten Jembrana, Bali",Telp. 085*********,,11040
303.,PT HARAPAN LAUT BIRU,"JL. Gunung Soputan, No. 81, Pemecutan  Kelod, Denpasar Barat, Kota Denpasar, Bali",Telp. 623618452015,,15121
304.,PT Hari Hari Rejeki,"Jalan Pantai Purnama No. 88X, Sukawati, Sukawati, Kabupaten Gianyar, Bali",Telp. 081*********,,11051
305.,PR Harta Jaya,"JL KEREBAN LANGIT I NO 4 LINGK, DLOD BINGIN, Sading, Mengwi, Kabupaten Badung, Bali",Telp. 085*********,,10710
306.,PT HATINDO MAKMUR,"Kompleks Pelabuhan Benoa, Jl. Ikan Tuna III No. 2, Pedungan, Denpasar Selatan, Kota Denpasar, Bali",Telp. 0361724095,,10213
307.,CV Healthy Herb,"Jl. Kerta Usada Gang V No 47 a Sidakarya Denpasar Selatan, Sidakarya, Denpasar Selatan, Kota Denpasar, Bali",Telp. 081*********,,21022
308.,PR Hendrawan,"Banjar Tengah, Desa Tegal Badeng Barat, Tegal Badeng Barat, Negara, Kabupaten Jembrana, Bali",Telp. 082*********,,16101
309.,PR Hendri,"BR. TIYING TUTUL TUMBAK BAYUH, Desa/Kelurahan Tumbakbayuh, Kec. Mengwi, Kab. Badung, Provinsi Bali, Tumbakbayuh, Mengwi, Kabupaten Badung, Bali",Telp. +6281237047999,,95120
310.,PT Herbali Dewata Nusantara,"JALAN RAYA KAPAL MUNGGU NO 105, DS. CEPAKA, KEC. KEDIRI, TABANAN BALI 82121, Cepaka, Kediri, Kabupaten Tabanan, Bali",Telp. 628**********,,11040
311.,PT Herdina Astawara Breweries,"Jl Labuhan Moding No.8, Celukanbawang, Gerokgak, Kabupaten Buleleng, Bali",Telp. 081*******,,11020
312.,PR Herman Prayoga,"Jalan Nusa Indah No 20, Sumerta, Denpasar Timur, Kota Denpasar, Bali",Telp. 085*********,,15121
313.,PR Hermanto,"Banjar Tegal Badeng, Desa/Kelurahan Tegal Badeng Timur, Kec. Negara, Kab. Jembrana, Provinsi Bali, Tegal Badeng Timur, Negara, Kabupaten Jembrana, Bali",Telp. 081*********,,31001
314.,CV Hopeclean Indonesia,"Jl. Pulau Adi No 10 Desa/Kelurahan Dauh Puri, Dauh Puri, Denpasar Barat, Kota Denpasar, Bali",Telp. 089*********,,20231
315.,PT Hyundai Mobil Indonesia,"Jl. Gatot Subroto Barat No. 188, Kerobokan Kaja, Kuta Utara, Kabupaten Badung, Bali",Telp. 0361-9009000,,45201
316.,PR I  Made Anom Prameina,"jalan gong gede no 16 Tihingan,Banjarangkan, Tihingan, Banjarangkan, Kabupaten Klungkung, Bali",Telp. 085*********,,25910
317.,PR I Dewa Agung Gede Arioka Palguna,"Banjar Jehem Kelod, Desa/Kelurahan Jehem, Kec. Tembuku, Kab. Bangli, Provinsi Bali, Jehem, Tembuku, Kabupaten Bangli, Bali",Telp. 081*********,,32903
